employee_id,age,gender,marital_status,city,education_level,years_experience,weekly_hours,department,bonus_percentage,performance_score,overtime_hours,monthly_income,income_class
1457,41.0,Male,Divorced,Surabaya,SMA,19.0,43.0,IT,11.9,71.0,5.5,13589,High
1458,38.0,Male,Divorced,Bandung,S1,9.0,46.3,Unknown,9.9,64.9,2.7,10457,High
1459,45.0,Female,Married,Jakarta,D3,3.0,49.3,Finance,9.8,71.0,5.5,5475,Low
1460,40.0,Male,Married,Jakarta,D3,8.0,40.6,Finance,12.6,88.3,5.0,7707,Low
1461,34.0,Female,Married,Surabaya,SMA,15.0,45.5,Sales,9.5,67.3,6.9,11834,High
1462,25.0,Other,Married,Bandung,S1,6.0,38.2,Marketing,11.7,81.1,9.850000000000001,8775,Low
1463,33.0,Female,Married,Jakarta,D3,7.0,45.9,HR,13.3,82.6,10.6,7787,Low
1464,28.0,Male,Single,Bandung,S1,13.0,45.3,Sales,15.4,64.2,14.4,9145,High
1465,30.0,Female,Single,Surabaya,D3,10.0,45.0,IT,9.9,66.6,15.4,11886,High
1466,40.0,Female,Married,Surabaya,SMA,13.0,40.5,IT,4.4,85.7,14.2,10775,High
1467,48.0,Male,Married,Jakarta,SMA,11.0,36.7,Finance,12.0,65.7,5.5,9820,High
1468,38.0,Female,Married,Bandung,S1,12.0,33.0,HR,10.3,74.4,10.3,7696,Low
1469,34.0,Male,Single,Surabaya,SMA,8.0,39.8,Finance,9.8,95.4,17.8,8238,Low
1470,39.0,Female,Married,Surabaya,S1,11.0,47.7,IT,9.8,84.8,2.1,10286,High
1471,45.0,Male,Divorced,Jakarta,D3,5.0,38.5,IT,12.2,75.9,16.7,5379,Low
1472,30.0,Male,Single,Surabaya,D3,16.0,43.9,Marketing,9.6,83.4,5.0,13061,High
1473,34.0,Female,Married,Jakarta,D3,7.0,44.2,Marketing,7.6,74.4,11.5,6216,Low
1474,35.0,Male,Divorced,Surabaya,D3,16.0,38.6,Marketing,9.3,85.2,12.1,10885,High
1475,29.0,Male,Single,Surabaya,SMA,9.0,46.6,Finance,9.9,54.5,9.5,10370,High
1476,40.0,Female,Married,Jakarta,D3,11.0,25.5,HR,4.2,73.6,21.1,7320,Low
1477,34.0,Male,Married,Jakarta,S1,8.0,33.9,Marketing,9.6,54.1,8.5,6895,Low
1478,38.0,Female,Single,Bandung,S1,5.0,35.4,Sales,9.5,76.6,1.8,6132,Low
1479,28.0,Male,Single,Surabaya,SMA,1.0,35.9,Marketing,9.9,72.6,11.8,3718,Low
1480,32.0,Male,Single,Bandung,D3,10.0,41.7,Finance,5.3,88.6,9.1,7359,Low
1481,41.0,Male,Single,Bandung,SMA,8.0,41.5,HR,10.3,82.1,12.8,8321,Low
1482,32.0,Male,Divorced,Jakarta,SMA,11.0,42.0,Marketing,9.9,69.7,14.4,8190,Low
1483,49.0,Female,Single,Surabaya,SMA,15.0,43.0,HR,8.4,70.9,9.8,11063,High
1484,32.0,Male,Divorced,Jakarta,S1,8.0,35.2,Sales,9.5,78.8,12.2,6682,Low
1485,37.0,Female,Single,Surabaya,SMA,6.0,33.9,Unknown,9.9,69.3,10.7,5928,Low
1486,42.0,Male,Divorced,Jakarta,SMA,3.0,42.0,HR,10.8,74.7,19.0,5810,Low
1487,24.0,Male,Single,Surabaya,SMA,12.0,36.8,Marketing,9.9,88.2,8.1,9991,High
1488,21.0,Female,Married,Bandung,SMA,17.0,32.1,Finance,9.8,66.7,6.6,9347,High
1489,23.0,Male,Single,Surabaya,S1,16.0,44.9,Finance,11.2,70.5,14.4,13511,High
1490,45.0,Male,Single,Surabaya,SMA,14.0,47.0,Finance,9.8,71.9,5.4,11607,High
1491,38.0,Male,Single,Jakarta,SMA,13.0,47.8,Finance,9.8,106.6,12.0,10158,High
1492,32.0,Male,Single,Surabaya,S1,18.0,39.8,HR,10.7,81.1,9.2,14046,High
1493,30.0,Female,Single,Surabaya,D3,12.0,43.1,Finance,9.9,86.3,9.5,8207,Low
1494,36.0,Female,Married,Surabaya,S1,13.0,46.8,IT,10.5,82.7,22.2,9609,High
1495,47.0,Male,Single,Surabaya,S1,8.0,36.8,Unknown,9.9,83.4,16.2,9808,High
1496,51.0,Female,Married,Bandung,SMA,3.0,45.6,HR,10.2,79.7,15.1,6202,Low
1497,51.0,Other,Married,Jakarta,S1,7.0,41.4,HR,11.8,78.7,12.7,6900,Low
1498,45.0,Female,Married,Surabaya,SMA,10.0,44.6,Finance,10.3,60.5,6.5,9565,High
1499,43.0,Male,Married,Jakarta,S1,10.0,40.9,Finance,4.0,78.6,10.7,8911,Low
1500,40.0,Male,Married,Bandung,D3,20.0,46.5,HR,10.3,73.9,12.9,14684,High
1501,41.0,Female,Married,Bandung,SMA,10.0,41.1,Finance,15.8,80.5,11.0,9601,High
1502,31.0,Male,Single,Surabaya,S1,16.0,32.6,Finance,10.0,74.3,10.5,11060,High
1503,28.0,Male,Married,Jakarta,S1,8.0,47.3,Finance,12.9,82.6,8.0,9081,Low
1504,35.0,Male,Married,Jakarta,S2,8.0,35.3,Finance,9.8,84.4,11.4,7368,Low
1505,113.0,Male,Single,Jakarta,S1,3.0,46.3,Finance,9.8,45.9,7.4,5306,Low
1506,31.0,Female,Married,Bandung,D3,10.0,39.5,Marketing,8.6,70.7,13.5,5849,Low
1507,41.0,Female,Single,Bandung,SMA,13.0,45.9,Marketing,17.4,56.4,0.1,12407,High
1508,43.0,Male,Single,Surabaya,SMA,10.0,45.7,Marketing,10.8,77.4,16.8,10215,High
1509,36.0,Female,Married,Jakarta,D3,15.0,42.2,HR,8.4,72.0,3.4,12752,High
1510,47.0,Female,Single,Jakarta,D3,11.0,42.5,Sales,5.0,88.6,4.7,9758,High
1511,26.0,Female,Single,Bandung,S2,8.0,42.1,HR,15.9,77.1,12.0,8437,Low
1512,33.0,Other,Single,Surabaya,D3,21.0,39.349999999999994,Marketing,9.9,70.1,12.7,13315,High
1513,33.0,Other,Single,Surabaya,D3,10.0,40.6,HR,12.2,84.4,20.4,10217,High
1514,20.0,Female,Single,Surabaya,D3,16.0,34.4,Sales,12.6,71.8,11.5,11097,High
1515,34.0,Female,Single,Bandung,S1,8.0,40.9,Finance,8.6,70.0,9.8,7102,Low
1516,34.0,Male,Single,Jakarta,S1,14.0,34.3,IT,12.0,78.9,11.0,10950,High
1517,47.0,Female,Single,Surabaya,S1,15.0,34.1,Marketing,9.9,91.1,18.0,10755,High
1518,40.0,Female,Single,Surabaya,D3,11.0,48.0,Marketing,7.0,83.5,22.1,10552,High
1519,27.0,Female,Married,Jakarta,S1,2.0,45.3,Sales,13.5,80.7,9.1,6246,Low
1520,50.0,Male,Single,Surabaya,SMA,10.0,40.0,Finance,9.5,102.5,12.7,8419,Low
1521,45.0,Male,Married,Bandung,S1,16.0,40.9,Finance,9.8,67.7,9.6,11873,High
1522,40.0,Male,Married,Surabaya,S1,13.0,38.8,IT,11.2,67.5,9.5,10066,High
1523,33.0,Female,Married,Jakarta,D3,10.0,42.8,Finance,9.8,76.5,19.4,11572,High
1524,27.0,Other,Married,Bandung,D3,1.0,36.6,Sales,5.3,90.2,5.4,4176,Low
1525,32.0,Male,Single,Surabaya,S1,6.0,45.0,Finance,8.2,65.6,1.7,7653,Low
1526,44.0,Female,Divorced,Jakarta,SMA,12.0,38.7,Sales,9.0,92.5,11.6,8717,Low
1527,50.0,Male,Single,Jakarta,S1,12.0,37.9,Marketing,7.5,60.6,16.0,10521,High
1528,47.0,Female,Single,Jakarta,D3,16.0,40.1,Marketing,11.3,73.8,11.1,12439,High
1529,31.0,Female,Single,Jakarta,D3,9.0,37.0,Marketing,13.6,76.7,12.5,7369,Low
1530,26.0,Male,Married,Surabaya,SMA,12.0,41.6,HR,10.3,66.2,9.1,12087,High
1531,36.0,Male,Divorced,Surabaya,D3,10.0,37.3,Marketing,9.9,68.8,10.6,9069,Low
1532,21.0,Male,Married,Bandung,D3,5.0,42.3,Sales,10.9,83.0,12.8,6111,Low
1533,38.0,Other,Married,Bandung,D3,1.0,46.1,IT,9.9,89.4,12.7,5105,Low
1534,-6.0,Male,Divorced,Jakarta,S1,12.0,36.4,Finance,11.9,53.9,0.2,9272,High
1535,31.0,Female,Single,Jakarta,D3,11.0,39.3,Marketing,9.9,76.8,10.6,10979,High
1536,22.0,Male,Married,Bandung,S2,7.0,42.3,HR,10.3,73.9,2.1,8664,Low
1537,39.0,Female,Divorced,Surabaya,S1,2.0,37.8,HR,12.8,76.1,9.8,5236,Low
1538,31.0,Male,Married,Surabaya,S1,13.0,42.3,Sales,9.5,71.8,7.5,12449,High
1539,26.0,Male,Single,Surabaya,SMA,9.0,42.8,IT,13.6,62.1,15.2,7739,Low
1540,12.0,Male,Married,Jakarta,D3,13.0,45.4,Marketing,11.6,90.4,11.2,11818,High
1541,35.0,Male,Single,Bandung,D3,10.0,37.0,Marketing,6.9,86.6,9.6,13744,High
1542,49.0,Male,Single,Bandung,S1,1.0,35.3,HR,9.6,74.0,9.0,3798,Low
1543,48.0,Female,Married,Bandung,S1,7.0,38.5,Sales,5.0,70.1,15.3,7120,Low
1544,36.5,Male,Single,Surabaya,SMA,9.0,35.2,HR,10.3,68.9,2.0,8939,Low
1545,30.0,Female,Single,Bandung,SMA,17.0,42.8,HR,9.5,49.1,5.5,13632,High
1546,39.0,Male,Married,Bandung,S1,2.0,34.2,IT,9.9,78.5,16.4,2997,Low
1547,27.0,Male,Married,Surabaya,SMA,20.0,51.7,Sales,13.6,82.8,7.8,16983,High
1548,37.0,Male,Single,Jakarta,S1,11.0,46.5,IT,8.6,76.4,0.7,11291,High
1549,41.0,Female,Single,Jakarta,S1,10.0,40.1,Sales,9.2,74.1,17.3,8725,Low
1550,45.0,Male,Married,Surabaya,S1,9.0,44.3,Marketing,10.1,76.3,15.4,8142,Low
1551,34.0,Male,Single,Bandung,SMA,8.0,31.8,Finance,4.5,66.5,13.6,8292,Low
1552,33.0,Female,Married,Jakarta,SMA,15.0,52.6,Finance,9.2,70.0,9.5,13258,High
1553,28.0,Male,Divorced,Jakarta,S1,5.0,37.0,Sales,2.5,73.3,18.3,6921,Low
1554,30.0,Female,Married,Jakarta,S2,12.0,39.4,Finance,8.2,82.0,16.3,10511,High
1555,33.0,Male,Single,Surabaya,D3,8.0,30.7,HR,12.6,88.8,17.7,8287,Low
1556,38.0,Male,Single,Jakarta,D3,10.0,42.4,Marketing,11.3,72.7,13.5,8099,Low
1557,42.0,Female,Married,Bandung,S1,23.0,34.5,Marketing,9.9,64.6,9.6,14413,High
1558,29.0,Male,Married,Surabaya,S2,12.0,40.5,Finance,10.1,75.4,8.0,9458,High
1559,47.0,Male,Married,Surabaya,S1,13.0,37.3,Sales,6.8,95.1,3.7,10584,High
1560,33.0,Female,Single,Jakarta,S2,16.0,34.6,HR,10.0,65.4,12.5,13751,High
1561,35.0,Male,Single,Bandung,SMA,3.0,36.0,Sales,9.5,83.9,12.9,4948,Low
1562,29.0,Female,Single,Surabaya,SMA,19.0,41.1,Finance,15.5,88.4,8.3,13976,High
1563,16.0,Female,Married,Jakarta,S1,3.0,33.6,Marketing,9.9,71.4,13.1,5754,Low
1564,42.0,Female,Married,Bandung,S1,6.0,36.3,Marketing,10.5,68.0,8.3,6206,Low
1565,41.0,Male,Single,Bandung,SMA,8.0,39.8,Sales,9.5,80.7,14.3,9129,High
1566,33.0,Female,Married,Surabaya,SMA,13.0,53.0,IT,7.6,78.5,5.6,11815,High
1567,36.0,Male,Married,Jakarta,S1,11.0,42.4,Sales,9.5,81.9,4.7,10989,High
1568,33.0,Male,Married,Bandung,SMA,9.0,39.8,IT,8.4,95.7,8.8,7097,Low
1569,22.0,Female,Married,Surabaya,D3,10.0,38.2,Sales,12.7,76.7,14.1,11130,High
1570,31.0,Male,Married,Surabaya,S1,5.0,40.2,IT,14.7,63.1,4.2,6203,Low
1571,41.0,Male,Married,Surabaya,S1,3.0,38.3,IT,11.0,75.7,15.2,5847,Low
1572,25.0,Male,Married,Surabaya,S1,14.0,44.5,IT,9.9,77.4,1.8,11456,High
1573,37.0,Other,Married,Surabaya,D3,13.0,41.1,IT,5.0,87.7,8.8,9530,High
1574,24.0,Male,Married,Bandung,S1,18.0,44.5,HR,10.3,73.0,2.9,14287,High
1575,39.0,Male,Single,Surabaya,S1,6.0,38.4,IT,9.9,70.9,3.0,6578,Low
1576,35.0,Female,Married,Jakarta,S1,13.0,46.6,IT,8.7,61.3,11.8,11688,High
1577,22.0,Female,Single,Jakarta,S1,9.0,39.2,Marketing,12.9,80.5,9.1,7612,Low
1578,44.0,Male,Married,Bandung,SMA,16.0,35.1,HR,10.3,108.5,3.0,11255,High
1579,29.0,Female,Single,Surabaya,SMA,15.0,50.9,IT,9.9,72.8,7.4,12294,High
1580,29.0,Male,Single,Surabaya,SMA,11.0,30.9,Finance,8.8,79.5,12.2,9138,High
1581,37.0,Male,Single,Bandung,SMA,8.0,36.3,HR,10.3,69.5,10.2,7938,Low
1582,44.0,Male,Single,Surabaya,S1,15.0,36.9,Unknown,6.4,62.2,9.0,11010,High
1583,27.0,Female,Single,Surabaya,S1,13.0,52.5,Sales,9.5,79.3,8.0,11384,High
1584,35.0,Male,Single,Jakarta,S1,7.0,49.0,Marketing,5.2,75.3,7.1,8718,Low
1585,38.0,Female,Single,Surabaya,S1,3.0,47.5,Marketing,12.0,51.1,7.0,6445,Low
1586,41.0,Other,Single,Bandung,D3,9.0,38.3,HR,11.2,91.1,6.9,8464,Low
1587,34.0,Male,Married,Jakarta,D3,18.0,52.1,HR,10.3,79.2,6.2,16182,High
1588,32.0,Other,Single,Bandung,D3,16.0,41.8,Finance,9.8,75.7,4.9,12736,High
1589,28.0,Male,Divorced,Bandung,SMA,4.0,44.9,Finance,6.4,70.8,8.1,8413,Low
1590,36.0,Male,Married,Surabaya,SMA,10.0,40.9,HR,10.3,79.1,6.8,6020,Low
1591,26.0,Female,Single,Surabaya,S1,16.0,39.8,HR,10.2,79.5,4.6,11927,High
1592,12.0,Female,Single,Jakarta,S2,4.0,38.7,HR,10.3,79.0,13.8,5369,Low
1593,38.0,Female,Single,Bandung,SMA,13.0,39.0,Sales,9.1,85.7,16.2,10697,High
1594,42.0,Male,Married,Bandung,SMA,7.0,43.0,Marketing,9.9,88.0,10.0,7479,Low
1595,16.0,Female,Married,Surabaya,S1,10.0,41.8,Finance,9.8,95.1,10.3,12715,High
1596,27.0,Female,Single,Bandung,SMA,6.0,39.8,Finance,9.8,66.6,6.5,5084,Low
1597,40.0,Male,Single,Bandung,S1,16.0,47.5,IT,9.9,69.3,15.3,14221,High
1598,51.0,Female,Married,Bandung,S1,11.0,25.2,Sales,9.5,78.6,18.7,7633,Low
1599,35.0,Other,Single,Bandung,S2,11.0,42.5,Unknown,9.9,67.2,9.2,11230,High
1600,29.0,Male,Divorced,Bandung,D3,0.0,43.6,HR,11.8,68.8,7.4,4263,Low
1601,37.0,Female,Single,Jakarta,S1,1.0,45.7,Sales,8.7,79.8,11.7,5718,Low
1602,46.0,Female,Single,Bandung,D3,9.0,39.7,Finance,5.0,84.0,10.6,8542,Low
1603,30.0,Female,Single,Bandung,S1,11.0,41.0,HR,14.5,87.8,7.5,10019,High
1604,30.5,Male,Married,Jakarta,D3,4.0,44.9,IT,9.1,73.1,12.4,5484,Low
1605,31.0,Female,Single,Surabaya,SMA,5.0,47.5,Finance,6.8,79.6,9.5,8428,Low
1606,34.0,Other,Single,Surabaya,S1,13.0,38.5,Marketing,8.8,77.4,6.1,9983,High
1607,36.0,Male,Single,Jakarta,S1,13.0,41.3,Sales,7.6,75.2,22.7,11559,High
1608,48.0,Female,Single,Jakarta,S1,9.0,48.4,Finance,9.8,66.8,2.3,7879,Low
1609,38.0,Female,Married,Surabaya,S1,14.0,29.4,Marketing,9.3,65.6,5.7,9183,High
1610,33.0,Male,Single,Bandung,S1,4.0,36.5,IT,15.2,81.7,11.2,6027,Low
1611,33.0,Male,Married,Bandung,SMA,8.0,47.3,Sales,8.0,66.7,21.2,8569,Low
1612,22.0,Female,Single,Jakarta,S1,18.0,45.5,HR,15.0,57.2,7.2,14003,High
1613,42.0,Male,Married,Bandung,S1,10.0,42.6,HR,10.3,74.7,4.7,9469,High
1614,34.0,Male,Married,Jakarta,S1,11.0,37.8,Marketing,11.2,89.6,12.7,11104,High
1615,34.0,Female,Married,Surabaya,S2,22.0,35.6,Finance,9.8,47.1,9.5,15099,High
1616,61.0,Female,Married,Bandung,SMA,3.0,37.0,IT,9.9,72.1,13.3,4772,Low
1617,37.0,Male,Single,Surabaya,S1,14.0,47.7,Marketing,9.9,81.8,9.6,11381,High
1618,29.0,Female,Divorced,Bandung,SMA,18.0,36.9,IT,11.7,56.8,5.7,13890,High
1619,32.0,Female,Married,Bandung,D3,8.0,121.5,IT,5.0,72.9,21.7,14624,High
1620,44.0,Male,Single,Bandung,S1,14.0,36.2,IT,9.9,63.6,9.95,11182,High
1621,35.0,Female,Single,Jakarta,SMA,5.0,39.8,Sales,9.5,64.9,19.1,5806,Low
1622,23.0,Female,Single,Surabaya,S1,7.0,37.3,Marketing,9.9,71.0,14.7,8340,Low
1623,42.0,Male,Married,Jakarta,SMA,12.0,39.5,Sales,9.5,63.8,6.3,9519,High
1624,30.0,Female,Single,Jakarta,SMA,14.0,31.6,Finance,8.2,62.9,19.4,10685,High
1625,50.0,Female,Divorced,Surabaya,S1,16.0,31.9,Finance,9.8,74.4,3.1,11231,High
1626,44.0,Male,Single,Surabaya,S1,18.0,40.0,HR,10.3,97.3,15.0,11617,High
1627,31.0,Male,Married,Jakarta,S2,10.0,33.4,HR,10.3,82.6,0.4,8978,Low
1628,45.0,Male,Married,Jakarta,S1,10.0,40.0,HR,12.0,85.1,4.3,12332,High
1629,36.0,Male,Married,Jakarta,S1,8.0,29.7,Finance,2.5,83.0,4.3,7771,Low
1630,42.0,Male,Single,Surabaya,D3,15.0,36.0,IT,9.9,68.0,6.2,10098,High
1631,39.0,Male,Divorced,Jakarta,SMA,11.0,40.1,IT,7.7,78.1,10.1,9750,High
1632,28.0,Female,Divorced,Surabaya,SMA,12.0,39.349999999999994,Marketing,9.9,86.0,5.9,9856,High
1633,30.0,Male,Divorced,Jakarta,S1,12.0,34.5,Finance,9.8,83.3,0.2,8845,Low
1634,43.0,Female,Married,Surabaya,S1,10.0,35.2,HR,11.2,76.9,12.3,5901,Low
1635,32.0,Female,Married,Jakarta,D3,4.0,35.0,Finance,6.2,80.2,10.2,5538,Low
1636,32.0,Female,Married,Bandung,S1,11.0,38.6,IT,9.9,99.6,10.149999999999999,8935,Low
1637,27.0,Female,Married,Bandung,S1,2.0,49.8,IT,8.1,83.4,10.9,6275,Low
1638,38.0,Female,Married,Surabaya,SMA,14.0,40.4,Sales,9.5,71.8,14.8,9583,High
1639,52.0,Female,Married,Surabaya,SMA,14.0,45.9,Sales,10.0,74.3,9.6,14043,High
1640,26.0,Female,Married,Bandung,S1,12.0,42.5,Marketing,10.7,64.5,15.1,9168,High
1641,35.0,Male,Divorced,Surabaya,S1,4.0,45.6,Finance,10.1,98.5,6.1,7109,Low
1642,46.0,Male,Single,Surabaya,S1,17.0,26.0,Sales,9.5,91.0,6.4,11161,High
1643,34.0,Female,Married,Bandung,SMA,20.0,38.5,Sales,9.5,75.8,16.9,15028,High
1644,39.0,Female,Single,Jakarta,S2,10.0,46.5,Finance,9.8,96.8,16.8,10331,High
1645,27.0,Male,Single,Surabaya,SMA,13.0,37.1,IT,7.7,81.3,12.9,9576,High
1646,37.0,Male,Single,Surabaya,SMA,11.0,48.8,Marketing,9.9,70.7,5.6,8523,Low
1647,34.0,Female,Single,Jakarta,S2,13.0,47.4,Marketing,9.9,84.1,5.2,9462,High
1648,43.0,Male,Divorced,Jakarta,SMA,9.0,37.7,Marketing,12.1,79.0,16.6,8027,Low
1649,44.0,Female,Single,Surabaya,S1,10.0,37.5,Sales,12.8,83.4,16.4,10119,High
1650,56.0,Female,Married,Surabaya,SMA,15.0,34.9,IT,9.9,61.3,9.7,9321,High
1651,40.0,Male,Single,Jakarta,S1,22.0,36.9,Marketing,9.9,66.9,21.7,16535,High
1652,38.0,Male,Divorced,Surabaya,S2,3.0,33.8,Finance,7.6,89.9,12.3,5971,Low
1653,37.0,Male,Married,Jakarta,D3,9.0,42.1,Marketing,11.0,91.9,4.5,7366,Low
1654,32.0,Male,Single,Jakarta,S1,4.0,32.7,HR,10.3,89.2,8.6,4187,Low
1655,38.0,Female,Single,Surabaya,SMA,18.0,43.0,IT,9.9,97.2,10.0,12317,High
1656,33.0,Female,Married,Surabaya,S1,7.0,43.1,HR,10.3,80.8,10.4,8113,Low
1657,30.5,Other,Married,Jakarta,D3,3.0,31.7,IT,6.5,80.1,16.3,4613,Low
1658,46.0,Female,Single,Surabaya,SMA,13.0,47.7,Finance,9.8,65.9,5.2,11181,High
1659,27.0,Female,Divorced,Jakarta,D3,19.0,42.6,Sales,9.5,69.2,3.3,13252,High
1660,44.0,Female,Married,Bandung,SMA,13.0,43.7,Sales,9.4,55.1,13.0,11053,High
1661,46.0,Female,Single,Bandung,S2,11.0,36.2,IT,10.1,71.8,7.5,9958,High
1662,-7.0,Female,Divorced,Jakarta,D3,12.0,43.1,Marketing,9.9,54.4,22.1,10183,High
1663,18.0,Female,Single,Jakarta,SMA,17.0,45.6,HR,14.7,85.8,9.6,12401,High
1664,30.0,Female,Married,Surabaya,D3,6.0,39.5,Finance,9.8,78.9,7.4,7943,Low
1665,45.0,Male,Married,Jakarta,D3,9.0,50.0,Marketing,7.7,54.7,16.1,9280,High
1666,35.0,Male,Single,Jakarta,S1,8.0,40.2,Sales,7.0,73.1,13.7,8574,Low
1667,27.0,Female,Single,Surabaya,S2,4.0,45.7,Marketing,9.9,94.7,9.850000000000001,6470,Low
1668,31.0,Female,Single,Surabaya,D3,8.0,41.5,HR,10.1,73.7,9.4,9232,High
1669,42.0,Female,Married,Bandung,S1,16.0,42.9,Sales,12.5,65.0,12.1,13526,High
1670,39.0,Female,Divorced,Jakarta,S1,13.0,31.6,IT,9.9,57.1,0.5,10863,High
1671,33.0,Female,Married,Jakarta,SMA,13.0,41.9,Finance,9.2,57.4,16.6,10134,High
1672,32.0,Male,Married,Bandung,S1,11.0,36.3,Finance,9.8,80.4,7.2,8570,Low
1673,32.0,Male,Married,Jakarta,S1,13.0,35.8,Sales,9.5,70.7,7.8,10951,High
1674,34.0,Male,Single,Surabaya,S1,6.0,48.7,IT,9.9,71.5,2.0,7807,Low
1675,48.0,Male,Married,Jakarta,S1,8.0,38.9,HR,10.3,70.7,9.6,7859,Low
1676,32.0,Female,Married,Surabaya,D3,11.0,35.0,Finance,9.8,73.6,9.5,8303,Low
1677,45.0,Male,Single,Jakarta,S2,11.0,38.2,Sales,7.3,62.7,9.0,10730,High
1678,47.0,Male,Single,Bandung,S1,12.0,33.5,Finance,9.8,78.2,3.9,10390,High
1679,43.0,Male,Divorced,Surabaya,D3,9.0,47.2,IT,9.9,60.8,11.0,9098,High
1680,32.0,Female,Single,Surabaya,S1,8.0,36.5,HR,7.5,67.4,20.4,7007,Low
1681,38.0,Male,Divorced,Bandung,D3,26.0,42.6,IT,8.9,85.1,8.2,16575,High
1682,35.0,Female,Single,Surabaya,S2,15.0,46.8,Marketing,9.9,78.8,14.8,12311,High
1683,28.0,Male,Married,Bandung,S1,12.0,37.5,IT,9.9,81.9,17.5,10137,High
1684,38.0,Male,Single,Jakarta,SMA,9.0,42.7,IT,9.9,96.5,0.5,7904,Low
1685,26.0,Female,Married,Bandung,D3,8.0,34.8,Finance,12.7,74.4,7.7,6240,Low
1686,45.0,Female,Married,Jakarta,S1,9.0,52.2,IT,13.9,75.2,3.6,9803,High
1687,31.0,Female,Single,Surabaya,SMA,11.0,40.0,Unknown,9.9,72.4,6.0,10833,High
1688,37.0,Female,Single,Surabaya,SMA,1.0,39.0,Finance,6.8,70.6,18.5,4478,Low
1689,37.0,Female,Single,Bandung,D3,2.0,36.1,Finance,9.2,64.9,11.1,4364,Low
1690,33.0,Female,Married,Jakarta,D3,10.0,39.4,Marketing,7.0,75.8,9.850000000000001,6313,Low
1691,40.0,Male,Married,Bandung,D3,11.0,38.3,Sales,9.5,78.6,9.8,8696,Low
1692,31.0,Female,Married,Surabaya,SMA,9.0,49.8,IT,9.9,79.1,3.9,10355,High
1693,42.0,Female,Single,Surabaya,SMA,17.0,33.9,Marketing,12.0,75.6,13.4,10634,High
1694,24.0,Female,Married,Jakarta,S1,3.0,40.7,Sales,12.6,84.3,16.3,7340,Low
1695,36.0,Female,Divorced,Jakarta,S1,6.0,39.9,Marketing,9.9,75.3,11.6,7076,Low
1696,51.0,Female,Married,Surabaya,SMA,18.0,39.4,HR,10.3,70.9,12.4,11355,High
1697,27.0,Male,Single,Surabaya,D3,11.0,39.5,IT,9.9,65.7,3.8,9949,High
1698,30.0,Female,Married,Jakarta,S1,14.0,39.4,Marketing,9.8,59.5,13.5,11392,High
1699,39.0,Female,Married,Bandung,SMA,20.0,44.4,HR,10.3,89.6,16.7,13999,High
1700,36.0,Female,Married,Bandung,SMA,7.0,43.0,IT,10.8,68.0,12.0,8744,Low
1701,38.0,Other,Single,Jakarta,SMA,10.0,42.1,Marketing,9.9,65.7,1.0,8590,Low
1702,39.0,Female,Single,Jakarta,S1,9.0,24.8,Marketing,9.9,70.8,18.2,7615,Low
1703,40.0,Other,Divorced,Jakarta,S1,0.0,124.5,Marketing,12.7,72.2,5.3,12415,High
1704,44.0,Male,Single,Surabaya,S1,8.0,31.7,Marketing,9.9,91.4,11.9,6889,Low
1705,0.0,Female,Single,Bandung,S1,14.0,43.2,Finance,9.2,71.7,14.8,12666,High
1706,33.0,Male,Married,Jakarta,S1,13.0,47.4,Marketing,15.0,101.3,15.4,12221,High
1707,40.0,Male,Married,Bandung,D3,13.0,35.4,Finance,9.8,75.6,1.0,8929,Low
1708,50.0,Female,Divorced,Surabaya,S1,8.0,38.7,Finance,9.8,95.6,10.6,8249,Low
1709,34.0,Male,Single,Surabaya,SMA,7.0,37.0,HR,10.1,83.9,10.3,9094,High
1710,27.0,Female,Married,Jakarta,S1,16.0,46.2,IT,8.8,78.6,17.2,13987,High
1711,44.0,Female,Single,Jakarta,S1,8.0,40.5,Finance,10.1,90.8,12.3,7138,Low
1712,34.0,Female,Single,Jakarta,S1,11.0,48.6,Sales,4.1,86.2,17.2,11960,High
1713,18.0,Male,Single,Jakarta,D3,11.0,42.1,Finance,9.8,81.3,12.7,10637,High
1714,42.0,Female,Married,Bandung,SMA,17.0,41.2,Sales,9.5,98.2,9.6,11573,High
1715,31.0,Female,Married,Jakarta,S1,15.0,40.3,HR,14.7,70.0,11.0,11742,High
1716,34.0,Female,Married,Bandung,S1,4.0,44.1,Sales,11.0,65.1,17.6,6887,Low
1717,38.0,Male,Single,Surabaya,S1,4.0,31.3,HR,7.8,68.2,3.5,4054,Low
1718,37.0,Female,Married,Surabaya,D3,13.0,40.4,HR,10.3,92.5,14.5,11249,High
1719,41.0,Female,Single,Bandung,S1,10.0,39.6,HR,12.4,89.5,6.9,11395,High
1720,32.0,Female,Single,Bandung,S1,8.0,43.6,Sales,8.3,69.7,5.8,9728,High
1721,39.0,Female,Married,Jakarta,S1,15.0,39.1,Sales,11.9,51.5,15.1,11568,High
1722,33.0,Male,Single,Jakarta,S1,11.0,34.8,HR,11.2,72.9,5.6,8699,Low
1723,41.0,Male,Married,Jakarta,S1,10.0,40.0,HR,10.3,64.9,11.9,9332,High
1724,40.0,Male,Married,Surabaya,S1,14.0,34.6,IT,10.1,70.1,7.6,9483,High
1725,28.0,Female,Single,Bandung,S1,8.0,30.4,HR,11.2,64.5,1.8,6560,Low
